2, 0, 0, 3.77675, 2018:3:13*3:2:20:803,
2, 0, 1, 3.65973, 2018:3:13*3:2:21:184,
2, 0, 1, 3.40445, 2018:3:13*3:2:22:106,
1, 0, 1, 3.58269, 2018:3:13*3:2:22:844,
1, 0, 0, 3.26648, 2018:3:13*3:2:24:195,
2, 0, 1, 2.83304, 2018:3:13*3:2:24:772,
1, 0, 1, 3.08909, 2018:3:13*3:2:25:74,
1, 0, 1, 3.03619, 2018:3:13*3:2:25:356,
2, 0, 0, 2.64535, 2018:3:13*3:2:25:899,
1, 0, 1, 2.88035, 2018:3:13*3:2:26:247,
2, 0, 1, 2.52852, 2018:3:13*3:2:26:685,
2, 0, 1, 2.4792, 2018:3:13*3:2:27:39,
1, 0, 1, 2.71976, 2018:3:13*3:2:27:272,
2, 0, 1, 2.34779, 2018:3:13*3:2:28:55,
1, 0, 1, 2.6043, 2018:3:13*3:2:28:87,
1, 0, 1, 2.50263, 2018:3:13*3:2:28:867,
2, 0, 1, 2.2397, 2018:3:13*3:2:28:980,
1, 0, 1, 34.0599, 2018:3:13*8:19:34:536,
1, 0, 0, 18.6916, 2018:3:13*8:19:35:743,
2, 0, 1, 12.1687, 2018:3:13*8:19:36:767,
2, 0, 0, 9.49568, 2018:3:13*8:19:37:808,
1, 0, 0, 9.54198, 2018:3:13*8:19:38:308,
2, 0, 1, 6.47668, 2018:3:13*8:19:40:17,
2, 0, 0, 6.05897, 2018:3:13*8:19:40:496,
2, 0, 0, 5.97292, 2018:3:13*8:19:40:603,
1, 0, 1, 5.87751, 2018:3:13*8:19:41:575,
1, 0, 1, 5.68182, 2018:3:13*8:19:41:868,
1, 0, 0, 4.9687, 2018:3:13*8:19:43:131,
1, 0, 1, 4.7669, 2018:3:13*8:19:43:557,
2, 0, 1, 4.2337, 2018:3:13*8:19:43:698,
2, 0, 1, 4.14022, 2018:3:13*8:19:43:938,
1, 0, 1, 4.38904, 2018:3:13*8:19:44:460,
2, 0, 0, 3.70523, 2018:3:13*8:19:45:214,
2, 0, 1, 3.58509, 2018:3:13*8:19:45:621,
2, 0, 1, 3.33902, 2018:3:13*8:19:46:546,
1, 0, 1, 3.55467, 2018:3:13*8:19:47:134,
1, 0, 0, 3.24675, 2018:3:13*8:19:48:468,
2, 0, 1, 2.77726, 2018:3:13*8:19:49:272,
1, 0, 1, 3.06335, 2018:3:13*8:19:49:390,
1, 0, 1, 3.00589, 2018:3:13*8:19:49:702,
2, 0, 0, 2.59112, 2018:3:13*8:19:50:436,
1, 0, 1, 2.85177, 2018:3:13*8:19:50:601,
2, 0, 1, 2.46819, 2018:3:13*8:19:51:301,
1, 0, 1, 2.69513, 2018:3:13*8:19:51:620,
2, 0, 1, 2.41962, 2018:3:13*8:19:51:667,
1, 0, 1, 2.58184, 2018:3:13*8:19:52:434,
2, 0, 1, 2.29054, 2018:3:13*8:19:52:715,
1, 0, 1, 2.48731, 2018:3:13*8:19:53:170,
2, 0, 1, 2.18627, 2018:3:13*8:19:53:652,
2, 0, 1, 2.10694, 2018:3:13*8:19:54:427,
1, 0, 0, 2.33667, 2018:3:13*8:19:54:466,
2, 0, 1, 2.04787, 2018:3:13*8:19:55:43,
2, 0, 1, 29.3734, 2018:3:13*8:58:34:264,
2, 0, 1, 25.4813, 2018:3:13*8:58:34:498,
2, 0, 1, 21.1964, 2018:3:13*8:58:34:855,
2, 0, 1, 20.1613, 2018:3:13*8:58:34:964,
2, 0, 1, 17.5029, 2018:3:13*8:58:35:303,
1, 0, 1, 17.2592, 2018:3:13*8:58:35:629,
2, 0, 1, 15.3846, 2018:3:13*8:58:35:657,
2, 0, 1, 13.6778, 2018:3:13*8:58:36:22,
101, 0, 1, 31.1332, 2018:3:13*8:58:38:459,
101, 0, 1, 19.9681, 2018:3:13*8:58:39:357,
101, 0, 1, 17.9083, 2018:3:13*8:58:39:645,
101, 0, 1, 15.3563, 2018:3:13*8:58:40:109,
101, 0, 1, 13.9938, 2018:3:13*8:58:40:426,
101, 0, 1, 9.14913, 2018:3:13*8:58:42:318,
101, 0, 1, 8.89522, 2018:3:13*8:58:42:474,
101, 0, 1, 8.65501, 2018:3:13*8:58:42:630,
101, 0, 0, 8.65501, 2018:3:13*8:58:42:630,
101, 0, 0, 8.4246, 2018:3:13*8:58:42:788,
101, 0, 0, 8.20883, 2018:3:13*8:58:42:944,
2, 0, 1, 34.4828, 2018:3:13*9:0:59:853,
2, 0, 0, -0.779964, 2018:3:13*9:1:0:853,
1, 0, 1, -0.874508, 2018:3:13*9:1:1:373,
1, 0, 0, -0.893112, 2018:3:13*9:1:2:564,
2, 0, 1, -0.81049, 2018:3:13*9:1:3:26,
2, 0, 0, -0.817528, 2018:3:13*9:1:3:504,
2, 0, 0, -0.819195, 2018:3:13*9:1:3:616,
1, 0, 0, -0.936751, 2018:3:13*9:1:5:172,
2, 0, 1, -0.868407, 2018:3:13*9:1:6:729,
2, 0, 1, -0.872042, 2018:3:13*9:1:6:945,
2, 0, 0, -0.89346, 2018:3:13*9:1:8:182,
1, 0, 1, -0.997367, 2018:3:13*9:1:8:416,
2, 0, 1, -0.900234, 2018:3:13*9:1:8:561,
1, 0, 1, -1.00323, 2018:3:13*9:1:8:709,
101, 0, 1, 40.783, 2018:3:13*9:1:10:505,
101, 0, 0, 20.4834, 2018:3:13*9:1:11:720,
2, 0, 1, 36.3196, 2018:3:13*9:2:41:340,
101, 0, 1, 39.8724, 2018:3:13*9:2:43:758,
101, 0, 0, 20.2347, 2018:3:13*9:2:44:975,
2, 0, 1, 35.1563, 2018:3:13*13:1:31:528,
101, 0, 1, 40.783, 2018:3:13*13:1:34:263,
101, 0, 0, 20.2593, 2018:3:13*13:1:35:505,
2, 0, 1, -0.766375, 2018:3:13*13:3:0:528,
101, 0, 1, 40.95, 2018:3:13*13:3:3:99,
101, 0, 0, 20.7469, 2018:3:13*13:3:4:288,
1, 0, 1, 30.7314, 2018:3:13*13:30:26:972,
1, 0, 0, 15.5909, 2018:3:13*13:30:28:552,
2, 0, 1, 10.0514, 2018:3:13*13:30:29:823,
2, 0, 0, 7.69362, 2018:3:13*13:30:31:195,
101, 0, 1, 28.0112, 2018:3:13*13:30:33:974,
101, 0, 0, 14.2126, 2018:3:13*13:30:35:707,
2, 0, 1, 28.7522, 2018:3:13*13:30:41:442,
2, 0, 1, -0.950329, 2018:3:13*13:34:11:27,
1, 0, 1, -1.05876, 2018:3:13*13:34:11:152,
101, 0, 1, 29.6033, 2018:3:13*13:34:27:303,
2, 0, 1, 29.1262, 2018:3:13*13:37:2:56,
101, 0, 1, 29.5159, 2018:3:13*13:37:5:504,
2, 0, 1, 29.4985, 2018:3:13*13:37:9:681,
2, 0, 1, 24.5365, 2018:3:13*13:57:15:945,
1, 0, 1, 25.3293, 2018:3:13*13:57:16:85,
2, 0, 1, 21.097, 2018:3:13*13:57:16:244,
2, 0, 1, 17.4149, 2018:3:13*13:57:16:695,
2, 0, 1, 16.4775, 2018:3:13*13:57:16:842,
2, 0, 1, 14.1643, 2018:3:13*13:57:17:288,
2, 0, 1, 12.5, 2018:3:13*13:57:17:711,
1, 0, 1, 13.3797, 2018:3:13*13:57:17:848,
2, 0, 1, 11.1441, 2018:3:13*13:57:18:149,
1, 0, 1, 10.2082, 2018:3:13*13:57:19:9,
2, 0, 1, 7.39523, 2018:3:13*13:57:20:196,
2, 0, 1, 7.22892, 2018:3:13*13:57:20:336,
1, 0, 1, 8.01154, 2018:3:13*13:57:20:352,
2, 0, 0, 6.91563, 2018:3:13*13:57:20:618,
2, 0, 1, 6.76895, 2018:3:13*13:57:20:759,
2, 0, 1, 6.62935, 2018:3:13*13:57:20:899,
2, 0, 0, 6.62935, 2018:3:13*13:57:20:899,
1, 0, 0, 6.96476, 2018:3:13*13:57:21:290,
1, 0, 0, 6.78702, 2018:3:13*13:57:21:478,
1, 0, 0, 6.62076, 2018:3:13*13:57:21:663,
1, 0, 0, 6.45995, 2018:3:13*13:57:21:851,
2, 0, 1, 5.66965, 2018:3:13*13:57:22:48,
1, 0, 1, 5.73987, 2018:3:13*13:57:22:822,
2, 0, 1, 30.5914, 2018:3:13*13:57:55:429,
2, 0, 0, 16.4474, 2018:3:13*13:57:56:694,
1, 0, 1, 15.6006, 2018:3:13*13:57:57:163,
1, 0, 0, 10.6225, 2018:3:13*13:57:58:665,
2, 0, 1, 8.29646, 2018:3:13*13:57:59:382,
2, 0, 0, 7.51629, 2018:3:13*13:57:59:945,
2, 0, 0, -0.835282, 2018:3:13*13:58:0:84,
1, 0, 0, -0.963763, 2018:3:13*13:58:2:78,
2, 0, 1, -0.89955, 2018:3:13*13:58:3:933,
2, 0, 1, 29.2969, 2018:3:13*13:58:6:119,
1, 0, 1, 31.5657, 2018:3:13*13:58:6:167,
1, 0, 1, 30.7503, 2018:3:13*13:58:22:163,
2, 0, 1, 15.1566, 2018:3:13*13:58:23:506,
1, 0, 0, 16, 2018:3:13*13:58:23:662,
2, 0, 0, 10.6107, 2018:3:13*13:58:24:778,
1, 0, 0, 7.69112, 2018:3:13*13:58:27:38,
2, 0, 1, 6.51607, 2018:3:13*13:58:27:443,
2, 0, 0, 5.9952, 2018:3:13*13:58:28:43,
2, 0, 0, 5.88082, 2018:3:13*13:58:28:189,
1, 0, 1, 4.61595, 2018:3:13*13:58:31:369,
1, 0, 1, 4.45991, 2018:3:13*13:58:31:748,
2, 0, 1, 3.83959, 2018:3:13*13:58:32:257,
2, 0, 1, 3.74906, 2018:3:13*13:58:32:540,
1, 0, 0, 3.88803, 2018:3:13*13:58:33:397,
1, 0, 1, 3.7255, 2018:3:13*13:58:33:958,
2, 0, 0, 3.32128, 2018:3:13*13:58:34:86,
2, 0, 1, 3.21016, 2018:3:13*13:58:34:555,
1, 0, 1, 3.4369, 2018:3:13*13:58:35:85,
2, 0, 1, 2.97187, 2018:3:13*13:58:35:679,
1, 0, 1, 30.5998, 2018:3:13*13:58:58:684,
1, 0, 0, -0.880592, 2018:3:13*13:59:0:270,
2, 0, 1, -0.797137, 2018:3:13*13:59:0:598,
2, 0, 0, -0.816371, 2018:3:13*13:59:1:928,
2, 0, 1, 28.3912, 2018:3:13*13:59:7:349,
1, 0, 1, 30.8071, 2018:3:13*13:59:7:387,
2, 0, 0, 15.4057, 2018:3:13*13:59:8:685,
1, 0, 0, 15.6495, 2018:3:13*13:59:8:959,
2, 0, 1, 7.81386, 2018:3:13*13:59:11:523,
2, 0, 0, 7.05993, 2018:3:13*13:59:12:138,
2, 0, 0, 6.88179, 2018:3:13*13:59:12:303,
1, 0, 0, 7.40083, 2018:3:13*13:59:12:520,
2, 0, 1, 29.9401, 2018:3:13*13:59:42:232,
2, 0, 0, 16.1929, 2018:3:13*13:59:43:508,
1, 0, 1, 9.4162, 2018:3:13*13:59:46:39,
2, 0, 1, 8.25991, 2018:3:13*13:59:46:177,
2, 0, 0, 7.4454, 2018:3:13*13:59:46:773,
2, 0, 0, 7.25455, 2018:3:13*13:59:46:932,
1, 0, 0, 7.30353, 2018:3:13*13:59:47:575,
2, 0, 1, 4.40529, 2018:3:13*13:59:50:944,
1, 0, 0, 4.81788, 2018:3:13*13:59:51:107,
2, 0, 1, 4.2796, 2018:3:13*13:59:51:244,
1, 0, 1, 29.6384, 2018:3:13*14:26:39:209,
2, 0, 1, 14.1066, 2018:3:13*14:26:40:713,
1, 0, 0, 15.3657, 2018:3:13*14:26:40:776,
2, 0, 0, 9.92501, 2018:3:13*14:26:42:57,
1, 0, 1, 30.3767, 2018:3:13*14:26:44:647,
101, 0, 0, 15.2625, 2018:3:13*14:26:46:277,
1, 0, 1, 30.9406, 2018:3:13*15:38:42:199,
1, 0, 0, 15.8328, 2018:3:13*15:38:43:741,
2, 0, 1, 13.2783, 2018:3:13*15:38:43:975,
2, 0, 0, 9.60102, 2018:3:13*15:38:45:273,
1, 0, 0, 7.54262, 2018:3:13*15:38:47:212,
1, 0, 1, 30.9981, 2018:3:13*15:38:50:23,
101, 0, 0, 15.3704, 2018:3:13*15:38:51:663,
2, 0, 1, 29.8013, 2018:3:13*15:42:47:69,
2, 0, 0, 15.8562, 2018:3:13*15:42:48:397,
2, 0, 1, 30.2419, 2018:3:13*15:42:58:616,
2, 0, 1, 30.5085, 2018:3:13*15:43:19:148,
2, 0, 1, 29.0886, 2018:3:13*15:43:24:146,
2, 0, 1, 30.8071, 2018:3:13*15:43:37:738,
1, 0, 1, 30.2847, 2018:3:13*15:44:28:668,
1, 0, 1, 29.4638, 2018:3:13*15:46:48:629,
101, 0, 0, 14.912, 2018:3:13*15:46:50:285,
101, 0, 0, 6.97545, 2018:3:13*15:46:54:100,
1, 0, 1, 4.23549, 2018:3:13*15:46:58:737,
1, 0, 1, 4.08697, 2018:3:13*15:46:59:166,
1, 0, 1, 30.7125, 2018:3:13*15:47:33:488,
1, 0, 1, 30.6748, 2018:3:13*15:47:44:195,
1, 0, 0, 15.674, 2018:3:13*15:47:45:755,
1, 0, 1, 31.348, 2018:3:13*23:57:21:727,
1, 0, 0, 16.0565, 2018:3:13*15:57:23:246,
2, 0, 1, 29.703, 2018:3:13*23:57:55:979,
1, 0, 1, 9.30752, 2018:3:13*23:57:59:836,
2, 0, 0, -0.84257, 2018:3:13*15:58:1:56,
1, 0, 0, -0.941159, 2018:3:13*15:58:1:338,
2, 0, 1, -0.888713, 2018:3:13*23:58:3:829,
2, 0, 0, -0.898796, 2018:3:13*15:58:4:397,
2, 0, 0, -0.901334, 2018:3:13*15:58:4:538,
1, 0, 0, -1.00695, 2018:3:13*15:58:4:809,
1, 0, 1, 31.2305, 2018:3:14*0:4:45:778,
1, 0, 0, 15.8378, 2018:3:14*0:4:47:334,
2, 0, 1, 14.0187, 2018:3:14*0:4:47:387,
2, 0, 0, 9.89011, 2018:3:14*0:4:48:727,
1, 0, 0, 7.57346, 2018:3:14*0:4:50:779,
2, 0, 1, 6.12662, 2018:3:14*0:4:51:522,
2, 0, 0, 5.67537, 2018:3:14*0:4:52:106,
2, 0, 0, 5.56449, 2018:3:14*0:4:52:264,
1, 0, 1, 30.8261, 2018:3:14*0:6:27:423,
2, 0, 1, 15.8117, 2018:3:14*0:6:28:647,
1, 0, 0, 15.6544, 2018:3:14*0:6:28:995,
2, 0, 0, 10.9038, 2018:3:14*0:6:29:928,
1, 0, 0, 7.52672, 2018:3:14*0:6:32:444,
2, 0, 1, 6.52836, 2018:3:14*0:6:32:694,
2, 0, 0, 6.02329, 2018:3:14*0:6:33:272,
2, 0, 0, 5.91249, 2018:3:14*0:6:33:412,
2, 0, 1, 29.1451, 2018:3:14*0:8:2:885,
1, 0, 1, 30.0481, 2018:3:14*0:8:3:4,
2, 0, 0, 15.5979, 2018:3:14*0:8:4:226,
1, 0, 0, 15.625, 2018:3:14*0:8:4:540,
2, 0, 1, 7.79221, 2018:3:14*0:8:7:116,
2, 0, 0, 7.04998, 2018:3:14*0:8:7:724,
2, 0, 0, 6.87653, 2018:3:14*0:8:7:885,
1, 0, 0, 7.35078, 2018:3:14*0:8:8:142,
2, 0, 1, 4.24769, 2018:3:14*0:8:11:935,
2, 0, 1, 4.12277, 2018:3:14*0:8:12:256,
1, 0, 1, 4.48712, 2018:3:14*0:8:12:483,
1, 0, 1, 4.33238, 2018:3:14*0:8:12:881,
2, 0, 0, 3.59281, 2018:3:14*0:8:13:866,
2, 0, 1, 3.45755, 2018:3:14*0:8:14:356,
1, 0, 0, 3.79593, 2018:3:14*0:8:14:512,
1, 0, 1, 3.63689, 2018:3:14*0:8:15:88,
2, 0, 1, 3.165, 2018:3:14*0:8:15:559,
2, 0, 1, 28.9762, 2018:3:14*0:12:34:688,
2, 0, 0, 15.7618, 2018:3:14*0:12:35:990,
1, 0, 1, 16.8577, 2018:3:14*0:12:36:100,
1, 0, 0, 10.9914, 2018:3:14*0:12:37:683,
2, 0, 1, 7.91, 2018:3:14*0:12:38:824,
2, 0, 0, 7.20346, 2018:3:14*0:12:39:382,
2, 0, 0, 7.04556, 2018:3:14*0:12:39:522,
1, 0, 0, 6.20424, 2018:3:14*0:12:41:193,
2, 0, 1, 28.0025, 2018:3:14*0:13:8:132,
1, 0, 1, 30.2297, 2018:3:14*0:13:8:178,
2, 0, 0, 15.3479, 2018:3:14*0:13:9:457,
1, 0, 0, 15.7332, 2018:3:14*0:13:9:702,
2, 0, 1, 7.80166, 2018:3:14*0:13:12:293,
2, 0, 0, 7.07325, 2018:3:14*0:13:12:887,
2, 0, 0, 6.89127, 2018:3:14*0:13:13:55,
1, 0, 0, 7.40302, 2018:3:14*0:13:13:278,
2, 0, 1, 4.24889, 2018:3:14*0:13:17:116,
2, 0, 1, 4.13907, 2018:3:14*0:13:17:397,
1, 0, 1, 4.5438, 2018:3:14*0:13:17:528,
1, 0, 1, 4.39059, 2018:3:14*0:13:17:912,
2, 0, 0, 3.60404, 2018:3:14*0:13:19:11,
2, 0, 1, 3.46127, 2018:3:14*0:13:19:526,
1, 0, 0, 3.83171, 2018:3:14*0:13:19:573,
1, 0, 1, 3.67161, 2018:3:14*0:13:20:142,
2, 0, 1, 3.16322, 2018:3:14*0:13:20:751,
1, 0, 1, 3.37655, 2018:3:14*0:13:21:332,
2, 0, 1, 2.5451, 2018:3:14*0:13:24:206,
1, 0, 1, 2.72331, 2018:3:14*0:13:24:884,
2, 0, 0, 2.34558, 2018:3:14*0:13:25:710,
1, 0, 0, 2.48238, 2018:3:14*0:13:26:666,
2, 0, 1, 2.21937, 2018:3:14*0:13:26:801,
2, 0, 1, 2.17077, 2018:3:14*0:13:27:255,
1, 0, 1, 2.3439, 2018:3:14*0:13:27:856,
1, 0, 1, 2.30012, 2018:3:14*0:13:28:262,
2, 0, 1, 2.03436, 2018:3:14*0:13:28:645,
1, 0, 1, 2.1796, 2018:3:14*0:13:29:464,
2, 0, 1, 1.92571, 2018:3:14*0:13:29:893,
1, 0, 1, 2.05474, 2018:3:14*0:13:30:858,
2, 0, 1, 1.84057, 2018:3:14*0:13:30:974,
2, 0, 1, 1.77999, 2018:3:14*0:13:31:806,
1, 0, 1, 1.96781, 2018:3:14*0:13:31:933,
1, 0, 1, 1.89444, 2018:3:14*0:13:32:917,
2, 0, 0, 1.66377, 2018:3:14*0:13:33:572,
1, 0, 0, 1.77248, 2018:3:14*0:13:34:733,
2, 0, 1, 1.56522, 2018:3:14*0:13:35:275,
1, 0, 1, 1.66639, 2018:3:14*0:13:36:529,
2, 0, 1, 1.47064, 2018:3:14*0:13:37:124,
1, 0, 1, 30.2663, 2018:3:14*0:14:48:6,
2, 0, 1, 14.1465, 2018:3:14*0:14:49:536,
1, 0, 0, 15.456, 2018:3:14*0:14:49:589,
2, 0, 0, 10.1192, 2018:3:14*0:14:50:802,
1, 0, 0, 7.4228, 2018:3:14*0:14:53:90,
2, 0, 1, 6.17199, 2018:3:14*0:14:53:646,
2, 0, 0, 5.71719, 2018:3:14*0:14:54:226,
2, 0, 0, 5.61798, 2018:3:14*0:14:54:365,
1, 0, 1, 4.53638, 2018:3:14*0:14:57:376,
1, 0, 1, 4.37752, 2018:3:14*0:14:57:776,
2, 0, 1, 3.72085, 2018:3:14*0:14:58:449,
2, 0, 1, 3.62669, 2018:3:14*0:14:58:763,
1, 0, 0, 3.80894, 2018:3:14*0:14:59:481,
1, 0, 1, -1.08026, 2018:3:14*0:15:0:69,
2, 0, 0, -0.980115, 2018:3:14*0:15:0:442,
2, 0, 1, -0.991408, 2018:3:14*0:15:0:965,
1, 0, 1, -1.10914, 2018:3:14*0:15:1:274,
2, 0, 1, -1.01757, 2018:3:14*0:15:2:132,
2, 0, 1, 30.8008, 2018:3:14*0:20:5:694,
2, 0, 0, 15.8451, 2018:3:14*0:20:7:73,
1, 0, 1, 15.2439, 2018:3:14*0:20:7:513,
1, 0, 0, 10.3072, 2018:3:14*0:20:9:84,
2, 0, 1, 7.92812, 2018:3:14*0:20:9:909,
2, 0, 0, 7.1885, 2018:3:14*0:20:10:493,
2, 0, 0, 7.0159, 2018:3:14*0:20:10:647,
1, 0, 0, 5.98158, 2018:3:14*0:20:12:592,
2, 0, 1, 4.30787, 2018:3:14*0:20:14:679,
2, 0, 1, 4.1876, 2018:3:14*0:20:14:979,
2, 0, 0, 3.64107, 2018:3:14*0:20:16:592,
1, 0, 1, 3.96322, 2018:3:14*0:20:16:849,
2, 0, 1, 3.4965, 2018:3:14*0:20:17:103,
1, 0, 1, 3.84675, 2018:3:14*0:20:17:231,
2, 0, 1, 3.19807, 2018:3:14*0:20:18:304,
1, 0, 0, 3.40808, 2018:3:14*0:20:18:904,
1, 0, 1, 3.27397, 2018:3:14*0:20:19:505,
1, 0, 1, 3.03711, 2018:3:14*0:20:20:696,
2, 0, 1, 2.56688, 2018:3:14*0:20:21:764,
2, 0, 0, 2.37042, 2018:3:14*0:20:23:217,
1, 0, 1, 2.50388, 2018:3:14*0:20:24:202,
2, 0, 1, 2.24372, 2018:3:14*0:20:24:289,
2, 0, 1, 2.19245, 2018:3:14*0:20:24:758,
1, 0, 0, 2.29632, 2018:3:14*0:20:26:7,
2, 0, 1, 2.0578, 2018:3:14*0:20:26:101,
1, 0, 1, 2.17581, 2018:3:14*0:20:27:213,
2, 0, 1, 1.94536, 2018:3:14*0:20:27:365,
1, 0, 1, 2.13684, 2018:3:14*0:20:27:632,
2, 0, 1, 1.86197, 2018:3:14*0:20:28:401,
1, 0, 1, 2.03591, 2018:3:14*0:20:28:792,
2, 0, 1, 1.80137, 2018:3:14*0:20:29:214,
1, 0, 1, 1.92611, 2018:3:14*0:20:30:192,
2, 0, 0, 1.68036, 2018:3:14*0:20:31:13,
1, 0, 1, 1.85014, 2018:3:14*0:20:31:258,
1, 0, 1, 1.78712, 2018:3:14*0:20:32:211,
2, 0, 1, 1.58596, 2018:3:14*0:20:32:607,
1, 0, 1, 30.0661, 2018:3:14*0:32:6:882,
1, 0, 1, 30.303, 2018:3:14*0:32:10:274,
1, 0, 0, 15.2625, 2018:3:14*0:32:11:900,
1, 0, 0, 7.21501, 2018:3:14*0:32:15:554,
1, 0, 1, 4.38635, 2018:3:14*0:32:20:23,
1, 0, 1, 4.23083, 2018:3:14*0:32:20:442,
1, 0, 0, 3.69768, 2018:3:14*0:32:22:146,
1, 0, 1, 3.54233, 2018:3:14*0:32:22:739,
2, 0, 1, 27.9851, 2018:3:14*0:32:30:807,
2, 0, 0, 15.1924, 2018:3:14*0:32:32:161,
2, 0, 1, 7.69362, 2018:3:14*0:32:35:48,
2, 0, 0, 6.95948, 2018:3:14*0:32:35:665,
2, 0, 0, 6.7904, 2018:3:14*0:32:35:826,
2, 0, 1, 4.19307, 2018:3:14*0:32:39:931,
2, 0, 1, 4.08497, 2018:3:14*0:32:40:215,
2, 0, 0, 3.55114, 2018:3:14*0:32:41:871,
2, 0, 1, 3.40883, 2018:3:14*0:32:42:400,
2, 0, 1, 3.12761, 2018:3:14*0:32:43:587,
2, 0, 1, 29.1545, 2018:3:14*0:32:45:912,
2, 0, 0, 14.9745, 2018:3:14*0:32:47:536,
1, 0, 1, 30.2663, 2018:3:14*0:34:16:974,
1, 0, 0, 15.2718, 2018:3:14*0:34:18:596,
2, 0, 1, 29.1829, 2018:3:14*0:34:26:434,
1, 0, 1, 29.5508, 2018:3:14*0:34:26:584,
2, 0, 0, 15.2233, 2018:3:14*0:34:27:848,
1, 0, 0, 15.2858, 2018:3:14*0:34:28:163,
2, 0, 1, 7.66479, 2018:3:14*0:34:30:763,
2, 0, 0, 6.94337, 2018:3:14*0:34:31:373,
2, 0, 0, 6.77201, 2018:3:14*0:34:31:537,
1, 0, 0, 7.28757, 2018:3:14*0:34:31:753,
2, 0, 1, 4.17827, 2018:3:14*0:34:35:662,
2, 0, 1, 4.06064, 2018:3:14*0:34:35:974,
1, 0, 1, 4.45117, 2018:3:14*0:34:36:125,
1, 0, 1, 4.29664, 2018:3:14*0:34:36:529,
2, 0, 0, 3.53968, 2018:3:14*0:34:37:605,
2, 0, 1, 3.40677, 2018:3:14*0:34:38:101,
1, 0, 0, 3.75629, 2018:3:14*0:34:38:203,
1, 0, 1, 3.59738, 2018:3:14*0:34:38:791,
2, 0, 1, 3.1198, 2018:3:14*0:34:39:316,
1, 0, 1, 3.31038, 2018:3:14*0:34:39:996,
2, 0, 1, 2.51819, 2018:3:14*0:34:42:762,
1, 0, 1, 2.67594, 2018:3:14*0:34:43:577,
2, 0, 0, 2.31959, 2018:3:14*0:34:44:292,
2, 0, 1, 2.19823, 2018:3:14*0:34:45:363,
1, 0, 0, 2.43867, 2018:3:14*0:34:45:395,
2, 0, 1, 2.15115, 2018:3:14*0:34:45:811,
1, 0, 1, 2.30659, 2018:3:14*0:34:46:569,
1, 0, 1, 2.26665, 2018:3:14*0:34:46:951,
2, 0, 1, 2.0232, 2018:3:14*0:34:47:134,
1, 0, 1, 2.15119, 2018:3:14*0:34:48:135,
2, 0, 1, 1.91963, 2018:3:14*0:34:48:334,
2, 0, 1, 1.83966, 2018:3:14*0:34:49:353,
1, 0, 1, 2.03136, 2018:3:14*0:34:49:506,
